Store_Name,Longitude,Latitude,Address,Address Line #2,City,State,Zip5,Zip4,County
"MASTINS FOOD MARKET",-77.858185,42.419666,"PO Box 354","","Canaseraga","NY","14822","0354","ALLEGANY" 
"BYRNE DAIRY STORE 50",-76.39978,43.325169,"1013 Emery St","","Fulton","NY","13069","2008","OSWEGO" 
"L.A. DELI GROCERY CORP.",-73.920967,40.840832,"1388 Jesup Ave","","Bronx","NY","10452","1922","BRONX" 
"Velez's Grocery Corp",-73.948692,40.710106,"442 Lorimer St","Ste B","Brooklyn","NY","11206","1030","KINGS" 
"E & W FOOD CORP",-73.938446,40.720715,"54 Division Ave","","Brooklyn","NY","11249","6609","KINGS" 
"Nayf Corp",-77.642395,43.164558,"505 Lyell Ave","","Rochester","NY","14606","1729","MONROE" 
"CVS PHARMACY  2427",-73.988586,40.736954,"215 Park Ave S","","New York","NY","10003","1603","NEW YORK" 
"CVS PHARMACY 2434",-73.980637,40.737717,"310 E 23rd St","","New York","NY","10010","4702","NEW YORK" 
"CVS PHARMACY  2457",-73.985428,40.747311,"320 5th Ave","","New York","NY","10001","3102","NEW YORK" 
"CVS PHARMACY  2556",-73.983719,40.737934,"275 3rd Ave","","New York","NY","10010","5501","NEW YORK" 
"CVS PHARMACY  2557",-73.982262,40.731907,"253 1st Ave","","New York","NY","10003","2926","NEW YORK" 
"CVS PHARMACY  2671",-73.991905,40.744022,"750 Avenue of the Americas","","New York","NY","10010","2716","NEW YORK" 
"CVS PHARMACY  2716",-74.007492,40.710163,"129 Fulton St","","New York","NY","10038","2716","NEW YORK" 
"CVS PHARMACY  2939",-73.982941,40.714878,"500 Grand St","","New York","NY","10002","4181","NEW YORK" 
"CVS PHARMACY  354",-76.136696,43.042652,"700 S Crouse Ave","","Syracuse","NY","13210","1713","ONONDAGA" 
"CVS PHARMACY  499",-73.832191,40.714806,"11810 Queens Blvd","","Forest Hills","NY","11375","6147","QUEENS" 
"CVS PHARMACY  2057",-73.853714,40.726734,"10002 Queens Blvd","","Forest Hills","NY","11375","2748","QUEENS" 
"CVS PHARMACY  2123",-73.8713,40.72929,"6101 Woodhaven Blvd","","Rego Park","NY","11374","2738","QUEENS" 
"CVS PHARMACY  2410",-73.990356,40.619003,"6502 18th Ave","","Brooklyn","NY","11204","3702","KINGS" 
"CVS Pharmacy 2431",-73.92395,40.608833,"4112 Avenue U","","Brooklyn","NY","11234","5120","KINGS" 
"CVS PHARMACY  2435",-74.003197,40.733612,"75 Christopher St","","New York","NY","10014","4236","NEW YORK" 
"CVS PHARMACY  2697",-73.82753,40.852669,"3276 Westchester Ave","","Bronx","NY","10461","4510","BRONX" 
"CVS PHARMACY 2812",-73.958061,40.644653,"1070 Flatbush Ave","","Brooklyn","NY","11226","5421","KINGS" 
"CVS PHARMACY  3096",-73.820976,40.825687,"3775 E Tremont Ave","","Bronx","NY","10465","2432","BRONX" 
"CVS PHARMACY  5773",-73.89386,40.72681,"6980 Grand Ave","","Maspeth","NY","11378","1828","QUEENS" 
"CVS PHARMACY 122",-73.673172,40.588291,"310 W Park Ave","","Long Beach","NY","11561","3213","NASSAU" 
"CVS PHARMACY  230",-73.64254,40.639343,"70 Atlantic Ave","","Oceanside","NY","11572","2037","NASSAU" 
"CVS 407",-73.631958,40.653992,"590 Merrick Rd","","Rockville Centre","NY","11570","5445","NASSAU" 
"CATSKILL KOSHER CENTER INC",-74.652466,41.697975,"30 Feldman Cir","(Located in Basement of Home)","Kiamesha Lake","NY","12751","5409","SULLIVAN" 
"CVS PHARMACY  541",-73.649864,40.657478,"155 Sunrise Hwy","","Rockville Ctr","NY","11570","4703","NASSAU" 
"CVS PHARMACY  1169",-73.708244,40.666386,"44 N Central Ave","","Valley Stream","NY","11580","3817","NASSAU" 
"CVS PHARMACY  2060",-73.658875,40.64473,"488 Ocean Ave","","East Rockaway","NY","11518","1208","NASSAU" 
"CVS PHARMACY  4451",-73.639816,40.623238,"3557 Long Beach Rd","","Oceanside","NY","11572","5702","NASSAU" 
"CVS PHARMACY  5370",-73.697304,40.664589,"1 E Merrick Rd","","Valley Stream","NY","11580","5814","NASSAU" 
"CVS PHARMACY  5438",-73.611443,40.65625,"668 Sunrise Hwy","","Baldwin","NY","11510","3136","NASSAU" 
"CVS PHARMACY  5753",-72.798302,40.800392,"516 Main St","","Center Moriches","NY","11934","2207","SUFFOLK" 
"Unity Grocery Corp",-73.950676,40.668182,"876 Nostrand Ave","","Brooklyn","NY","11225","1510","KINGS" 
"PARADISE FRUIT & VEGETABLE CORP",-74.000282,40.615929,"1624 Bay Ridge Pkwy","","Brooklyn","NY","11204","","KINGS" 
"CCEOC",-75.368446,43.149681,"121 Second St","","Oriskany","NY","13424","3921","ONEIDA" 
"HANNAFORD  375",-73.881668,41.978699,"35 Hannaford Dr","","Red Hook","NY","12571","1653","DUTCHESS" 
"ELINER SEAFOOD 2",-73.766609,40.598351,"3215 Beach Channel Dr","","Far Rockaway","NY","11691","1502","QUEENS" 
"WALMART 2264",-73.94249,42.786453,"1320 Altamont Ave","Ste 1","Schenectady","NY","12303","2918","SCHENECTADY" 
"WALMART  2146",-74.174957,42.945038,"101 Sanford Farms Shopping Ctr","","Amsterdam","NY","12010","7535","MONTGOMERY" 
"125 FOUR STAR DELI GROCERY",-73.955994,40.813103,"467 W 125th St","","New York","NY","10027","4218","NEW YORK" 
"D'AGOSTINO SUPERMARKET 23-110",-73.966736,40.803902,"2828 Broadway","","New York","NY","10025","2244","NEW YORK" 
"BROADWAY FISH MARKET INC",-73.912193,40.755722,"4810 Broadway","","Astoria","NY","11103","1631","QUEENS" 
"WALGREENS 04565",-73.779129,40.677818,"12704 Guy r Brewer Blvd","","Jamaica","NY","11434","2955","QUEENS" 
"FEDERAL MEATS 13",-78.67025,42.965385,"8670 Main St","","Williamsville","NY","14221","7502","ERIE" 
"FASTRAC MARKET  265",-75.45388,43.214546,"400 N James St","","Rome","NY","13440","5120","ONEIDA" 
"MARKET GROCERY INC",-73.930893,41.699837,"125 Market St","","Poughkeepsie","NY","12601","4037","DUTCHESS" 
"ARIEL'S GROCERY STORE",-73.857971,40.749096,"4206 108TH ST","","CORONA","NY","11368","","QUEENS" 
"RAMALLAH FOOD CORP",-74.001587,40.675415,"592 Clinton St","","Brooklyn","NY","11231","3204","KINGS" 
"COUNTRY FARMS",-75.437782,43.217312,"916 Floyd Ave","","Rome","NY","13440","4502","ONEIDA" 
"KLEEN FOOD MARKET",-76.143829,43.055939,"500 Catherine St","","Syracuse","NY","13203","1937","ONONDAGA" 
"WALGREENS 05051",-73.746628,40.6768,"22118 Merrick Rd","","Springfield Gardens","NY","11413","2098","QUEENS" 
"M&S DELI & GROCERY",-73.951271,40.599453,"2013 Avenue U","","Brooklyn","NY","11229","3907","KINGS" 
"SEA BAY SEAFOOD & MEAT MARKET INC",-73.958687,40.598606,"1237 Avenue U","","Brooklyn","NY","11229","4101","KINGS" 
"WEST FARMS FISH MARKET",-73.886505,40.843166,"855 E Tremont Ave","","Bronx","NY","10460","4207","BRONX" 
"PAPITO GROCERY",-73.988647,40.713364,"38 Jefferson St","","New York","NY","10002","6442","NEW YORK" 
"I & A Food Market LLC",-78.803192,42.922722,"1445 E Delavan Ave","","Buffalo","NY","14215","3903","ERIE" 
"SUPER EXPRESS DELI & GROCERY CORP. 1",-73.953575,40.682144,"1205 Bedford Ave","","Brooklyn","NY","11216","1815","KINGS" 
"AVRAHAM BAKERY INC",-73.820572,40.719639,"7747 Vleigh Pl","","Flushing","NY","11367","3359","QUEENS" 
"KEYLA DELI INC",-73.627831,40.709618,"113 N Franklin St","","Hempstead","NY","11550","3022","NASSAU" 
"PRUKO MARKET",-73.883102,40.845249,"874 E 180th St","","Bronx","NY","10460","1758","BRONX" 
"RITE AID  0416",-78.006645,42.978153,"151 W Main St","","Le Roy","NY","14482","1317","GENESEE" 
"Tony's Meats Retail Inc",-73.950867,40.662426,"1054 Nostrand Ave","","Brooklyn","NY","11225","4119","KINGS" 
"Walmart Supercenter 2097",-73.75605,42.282276,"460 Fairview Ave","","Hudson","NY","12534","1018","COLUMBIA" 
"ESQUINA 100 & 34 GROCERY INC",-73.869164,40.755341,"9920 34th Ave","","Corona","NY","11368","1010","QUEENS" 
"ALBANY GROCERY CORP",-73.901413,40.87656,"3001 Albany Cres","","Bronx","NY","10463","5948","BRONX" 
"GUO TAI INC",-73.836761,40.57935,"174 Beach 116th St","","Rockaway Park","NY","11694","2410","QUEENS" 
"PAVIA'S SUPERMARKET",-76.154602,43.062481,"854 N Salina St","","Syracuse","NY","13208","2513","ONONDAGA" 
"LEE SUPERMARKET",-73.918037,40.651154,"9004 Avenue A","","Brooklyn","NY","11236","1209","KINGS" 
"SPRING FIELD FARM INC",-73.988403,40.620934,"6124 18th Ave","","Brooklyn","NY","11204","2301","KINGS" 
"BEST YET MARKET OF CORAM INC",-73.013344,40.889893,"1840 Route 112","","Coram","NY","11727","2237","SUFFOLK" 
"RITE AID 1871",-77.867851,42.727882,"40 E State St","","Mount Morris","NY","14510","9727","LIVINGSTON" 
"4121 CHURCH MEAT CORP",-73.938286,40.651379,"4121 Church Ave","","Brooklyn","NY","11203","3005","KINGS" 
"203 Parkside Deli Grocery & Luncheonette Corp.",-73.961304,40.655136,"203 Parkside Ave","","Brooklyn","NY","11226","1303","KINGS" 
"FIESTA FOOD MARKET INC",-73.829651,40.70929,"8065 Lefferts Blvd","","Kew Gardens","NY","11415","1718","QUEENS" 
"RITE AID 4258",-73.879288,40.828518,"1516 Westchester Ave","","Bronx","NY","10472","2907","BRONX" 
"RITE AID 3774",-73.843277,40.861786,"2426 Eastchester Rd","","Bronx","NY","10469","5947","BRONX" 
"RITE AID 4902",-73.38343,40.700165,"600 Wellwood Ave","","Lindenhurst","NY","11757","2000","SUFFOLK" 
"RITE AID 668",-73.111214,40.825253,"139 Ronkonkoma Ave","","Ronkonkoma","NY","11779","3339","SUFFOLK" 
"RITE AID 4226",-72.392227,40.885822,"82 Nugent St","","Southampton","NY","11968","4816","SUFFOLK" 
"RITE AID 862",-72.303673,40.938931,"409 BRIDGEHAMPTON AVE","","BRIDGEHAMPTON","NY","11932","","SUFFOLK" 
"Rite Aid 2002",-73.052216,40.930355,"518 Jefferson Plz","","Port Jefferson Station","NY","11776","1104","SUFFOLK" 
"RITE AID 4981",-73.519989,40.725487,"3131 Hempstead Tpke","","Levittown","NY","11756","1318","NASSAU" 
"RITE AID 4768",-73.587784,40.756218,"210 Post Ave","","Westbury","NY","11590","3020","NASSAU" 
"RITE AID 3235",-73.548309,40.690582,"2260 Jerusalem Ave","","North Bellmore","NY","11710","1819","NASSAU" 
"CHILI MINI MART LLC",-77.650673,43.145382,"521 CHILI AVE","","ROCHESTER","NY","14611","","MONROE" 
"ANBER MEAT & PRODUCE INC",-73.786186,40.697693,"10830 Merrick Blvd","","Jamaica","NY","11433","2936","QUEENS" 
"A & A FOOD MART",-77.082581,42.155994,"523 E High St","","Painted Post","NY","14870","1329","STEUBEN" 
"173 GROCERY DELI INC",-73.790215,40.711662,"17222 Hillside Ave","","Jamaica","NY","11432","4644","QUEENS" 
"RITE AID  0621",-77.57988,43.168804,"804 Goodman St N","","Rochester","NY","14609","4640","MONROE" 
"Devin Food Corp/NSA Supermarket",-73.807503,40.706345,"148-40 HILLSIDE AVE","","JAMAICA","NY","11435","","QUEENS" 
"THE EIGHTH STREET MINI MART CORP",-73.932442,40.772655,"801 Astoria Blvd","","Astoria","NY","11102","4028","QUEENS" 
"Better Fruit Inc DBA Central Market",-73.959862,40.800743,"220 Manhattan Ave","AKA 300 W 110th St","New York","NY","10025","","NEW YORK" 
"METRO PETROLIUM INC - GETTY MART",-73.928513,42.208202,"1099 SPRING ST-RTE 23&385","","CATSKILL","NY","12414","","GREENE" 
"FM & A FOOD MARKET LLC",-74.017754,40.641632,"5818 4th Ave","","Brooklyn","NY","11220","3810","KINGS" 
"J & J GROCERY",-73.962868,40.612415,"1840 Coney Island Ave","","Brooklyn","NY","11230","6513","KINGS" 
"RITE AID  0614",-77.641243,43.222881,"2918 Dewey Ave","","Rochester","NY","14616","4634","MONROE" 
"PS MEAT CORP",-73.953865,40.803715,"238 W 116th St","","New York","NY","10026","2406","NEW YORK" 
"S & I Buisness Inc",-73.954811,40.585838,"2691 E 14th St","","Brooklyn","NY","11235","3915","KINGS" 
"RITE AID  0613",-77.637787,43.164577,"437 Lyell Ave","","Rochester","NY","14606","1639","MONROE" 
"F&E SUPERMARKET INC",-73.86319,40.901844,"1036 McLean Ave","","Yonkers","NY","10704","4374","WESTCHESTER" 
"1260 FINE FOOD INC",-73.874985,40.83128,"1260 Morrison Ave","","Bronx","NY","10472","2702","BRONX" 
"EASTERN SUPERMARKET INC",-73.990173,40.716984,"335 Grand St","","New York","NY","10002","4532","NEW YORK" 
"ALMONTE BEACH FOOD CORP",-73.644943,40.588867,"663 E Park Ave","","Long Beach","NY","11561","2512","NASSAU" 
"JEFF & CANDI'S WALTON ST MARKET",-75.913277,44.337837,"69 Walton St","","Alexandria Bay","NY","13607","1005","JEFFERSON" 
"725 COMMACK MEAT CORP/COMPARE FDS",-73.232819,40.75901,"725 Commack Rd","","Brentwood","NY","11717","7407","SUFFOLK" 
"KATELYN FOOD CENTER INC",-73.916611,40.825043,"3201 Park Ave","","Bronx","NY","10451","4006","BRONX" 
"FARIAS'S GROCERY",-74.012039,40.643341,"500 53rd St","","Brooklyn","NY","11220","2791","KINGS" 
"RITE AID 1225",-74.006126,40.734337,"534 Hudson St","","New York","NY","10014","6114","NEW YORK" 
"RITE AID 4945",-73.942245,40.806431,"3545 W 125 ST","","NEW YORK","NY","10027","","NEW YORK" 
"RITE AID 4861",-73.728233,40.785686,"50 Great Neck Rd","","Great Neck","NY","11021","3305","NASSAU" 
"RITE AID 4552",-73.704247,40.728951,"2 Whitney Ave","","Floral Park","NY","11001","1519","NASSAU" 
"RITE AID 4196",-74.001976,40.745495,"188 9th Ave","","New York","NY","10011","4917","NEW YORK" 
"FOODTOWN 587",-74.032288,40.620262,"9105 3rd Ave","","Brooklyn","NY","11209","5709","KINGS" 
"WEBSTER GOURMET DELI CORP",-73.909599,40.832386,"1225 Webster Ave","","Bronx","NY","10456","3373","BRONX" 
"Stop 1 Deli & Grill",-73.751686,40.668907,"14132 224th St","","Laurelton","NY","11413","2941","QUEENS" 
"LA VEGA GROCERY",-73.892349,40.677895,"2772 Fulton St","","Brooklyn","NY","11207","2521","KINGS" 
"TIMOTHY'S WORLD INC",-73.928612,42.802086,"1028 State St","","Schenectady","NY","12307","1508","SCHENECTADY" 
"WALMART  5293",-73.724724,40.662186,"77 Green Acres Rd","","Valley Stream","NY","11581","1008","NASSAU" 
"M.A.J. GROCERY",-73.977234,40.630848,"950 McDonald Ave","","Brooklyn","NY","11218","5612","KINGS" 
"ALDI  38",-74.680786,41.653393,"121 Broadway","","Monticello","NY","12701","1543","SULLIVAN" 
"PARADISE DELI GROCERY",-73.962646,40.688545,"320 Lafayette Ave","","Brooklyn","NY","11238","1311","KINGS" 
"TRINITY NEIGHBORHOOD CORP",-73.90979,40.813938,"592 Trinity Ave","","Bronx","NY","10455","3059","BRONX" 
"ZALATANO'S MARKET",-75.236877,43.085491,"347 James St","","Utica","NY","13501","5033","ONEIDA" 
"MAIN MINI MARKET",-78.839722,42.938702,"2608 Main St","","Buffalo","NY","14214","2024","ERIE" 
"Stop & Shop 0552",-73.545746,40.724857,"2425 Hempstead Tpke","Ste 1","East Meadow","NY","11554","2044","NASSAU" 
"FEARN INDUSTIRES INC",-73.789612,40.703106,"168-25 LIBERTY AVE","","JAMAICA","NY","11433","","QUEENS" 
"2079 DELI GROCERY STORE",-73.948769,40.80817,"2079 7th Ave","","New York","NY","10027","4903","NEW YORK" 
"MAGGY PHARMACY INC",-73.72448,44.721653,"1165 ROUTE 374","","DANNEMORA","NY","12929","","CLINTON" 
"JHY FOOD CORP",-73.212486,40.80262,"174 Wheeler Rd","","Central Islip","NY","11722","2025","SUFFOLK" 
"ELEVEN 7 FOOD MART INC",-73.970085,40.643631,"560 Coney Island Ave","","Brooklyn","NY","11218","4334","KINGS" 
"ME-ME SUPERMARKET INC",-73.931152,40.764992,"2115 Broadway","","Astoria","NY","11106","4532","QUEENS" 
"VERRAZANO DELI",-74.030022,40.618923,"9130 4th Ave","","Brooklyn","NY","11209","6302","KINGS" 
"HAMPSHIRE SAVE MORE",-78.892494,42.912796,"250 Hampshire St","","Buffalo","NY","14213","","ERIE" 
"WALGREENS 4845",-73.579231,40.655079,"89 Henry St","","Freeport","NY","11520","3906","NASSAU" 
"SUPER BAZAAR",-78.814293,42.980431,"3218 Sheridan Dr","","Amherst","NY","14226","1907","ERIE" 
"J & C MINI MARKET & FRUITS",-73.924736,40.704865,"42 Irving Ave","","Brooklyn","NY","11237","2310","KINGS" 
"HAMPTON DELI GROCERY",-73.880302,40.74577,"4012 Hampton St","","Elmhurst","NY","11373","2060","QUEENS" 
"COUNTRY FARMS",-75.072403,43.040466,"133 W Main St","","Frankfort","NY","13340","1007","HERKIMER" 
"NATURES VITAMIN SPOT INC",-73.614906,40.680977,"1211 Grand Ave","","North Baldwin","NY","11510","1115","NASSAU" 
"DOWNTOWN PHARMACY INC",-74.00605,40.710052,"165 William St","","New York","NY","10038","2605","NEW YORK" 
"HANNAFORD FOOD & DRUG  331",-74.057266,41.452713,"2636 ROUTE 32","","NEW WINDSOR","NY","12553","","ORANGE" 
"HANNAFORD FOOD & DRUG  344",-74.296829,41.603897,"31 Ted Dr","","Pine Bush","NY","12566","7032","ORANGE" 
"BYRNE DAIRY 60",-75.932732,43.984943,"1003 Coffeen St","","Watertown","NY","13601","1818","JEFFERSON" 
"REINA DEL ROCIO FRUIT & VEGETABLE CORP",-74.003777,40.655113,"930 4th Ave","","Brooklyn","NY","11232","2316","KINGS" 
"NEW SEA WIN SEAFOOD CO INC",-73.905403,40.879158,"216 W 231st St","","Bronx","NY","10463","5302","BRONX" 
"LIBERATO GROCERY INC",-73.931419,40.84988,"359 Audubon Ave","","New York","NY","10033","4211","NEW YORK" 
"BLUE & WHITE MARKETS INC",-73.964401,40.80756,"2941 Broadway","","New York","NY","10025","","NEW YORK" 
"STARKING GROCERY",-73.798073,40.706661,"89-12 163 ST","","JAMAICA","NY","11432","","QUEENS" 
"SVM FOOD CORP",-73.872627,40.760624,"9604 31st Ave","","East Elmhurst","NY","11369","1844","QUEENS" 
"VIRAJ GROCERY STORE INC",-74.146912,40.631374,"280 Morningstar Rd","","Staten Island","NY","10303","2814","RICHMOND" 
"SUPER STOP & SHOP  526",-73.321426,40.839317,"3126 Jericho Tpke","","E Northport","NY","11731","6209","SUFFOLK" 
"THE CONVENTION DISTRICT CAFE",-77.609756,43.156399,"120 E Main St","","Rochester","NY","14604","1699","MONROE" 
"ALDI 77",-78.787125,42.867039,"875 Harlem Rd","","West Seneca","NY","14224","1077","ERIE" 
"WADI BANA MARKET",-77.613586,43.181843,"1226 Clinton Ave N","","Rochester","NY","14621","3341","MONROE" 
"J&M CONVENIENT FOOD SHOP",-78.783073,42.884274,"2365 William St","","Cheektowaga","NY","14206","1948","ERIE" 
"2945 Meat & Produce, Inc.",-73.826614,40.834145,"2945 Bruckner Blvd","","Bronx","NY","10461","5625","BRONX" 
"BACCHUS WEST INDIAN MARKET INC",-73.951485,40.640884,"1190 Rogers Ave","Ste B","Brooklyn","NY","11226","7165","KINGS" 
"NORTH SHORE MARKET PLACE LTD",-73.683304,40.827141,"770 Port Washington Blvd","","Port Washington","NY","11050","3720","NASSAU" 
"Evelyn  Grocery Corp",-73.908173,40.644096,"1020 E 92nd St","","Brooklyn","NY","11236","1721","KINGS" 
"FAAL GROCERY DELI",-73.909203,40.656052,"77 Hegeman Ave","","Brooklyn","NY","11212","4707","KINGS" 
"DOUBLE C FOOD CORP",-73.856804,40.732567,"9901 63rd Rd","","Rego Park","NY","11374","1939","QUEENS" 
"Food Bank Of Central NY",-76.276184,43.111336,"7066 Interstate Island Rd","","Syracuse","NY","13209","9796","ONONDAGA" 
"Graham Fruit And Veggie's Plus Inc",-73.943451,40.709084,"208 Graham Ave","","Brooklyn","NY","11206","1204","KINGS" 
"FILLMORE MINI MART",-78.83918,42.933514,"2189 Fillmore Ave","","Buffalo","NY","14214","2592","ERIE" 
"CHOICE ONE FOOD MARKET",-76.143372,43.066479,"1201 Butternut St","","Syracuse","NY","13208","2909","ONONDAGA" 
"LAMIA FOOD CORP",-73.971825,40.638897,"525 E 7th St","","Brooklyn","NY","11218","4801","KINGS" 
"H-N MEAT MARKET",-73.93293,40.848049,"298 Audubon Ave","","New York","NY","10033","4218","NEW YORK" 
"NATALIE GROCERY CORP",-73.953514,40.708477,"361 S 4th St","","Brooklyn","NY","11211","6403","KINGS" 
"BROADWAY SEAFOOD",-78.837181,42.893402,"999 BROADWAY ST","Broadway Market Stall 104","BUFFALO","NY","14212","","ERIE" 
"DE CICCO OF JV INC",-73.80983,41.331692,"3651 Lee Rd","","Jefferson Vly","NY","10535","","WESTCHESTER" 
"MIXED PRODUCTS",-75.231544,43.095406,"277 South St","","Utica","NY","13501","3638","ONEIDA" 
"NEIGHBORHOOD MINI MARKET INC",-73.951477,40.704777,"299B Heyward St","","Brooklyn","NY","11206","","KINGS" 
"YOSSI'S FISH MARKET CORP",-73.994675,40.632671,"5324 13th Ave","","Brooklyn","NY","11219","3804","KINGS" 
"Schreiber's Homestyle Bakery Inc",-73.945175,40.619602,"3008 Avenue M","","Brooklyn","NY","11210","4745","KINGS" 
"EASY FOOD MARKET INC",-77.619629,43.142216,"684 S Plymouth Ave","","Rochester","NY","14608","2733","MONROE" 
"EE Meat & Produce Inc",-73.773514,41.024086,"68 W Post Rd","","White Plains","NY","10606","2904","WESTCHESTER" 
"GO HYANG JIP",-73.884598,40.874203,"242 E 204th St","","Bronx","NY","10458","1309","BRONX" 
"FITZ GROCERY",-73.933281,40.855625,"4417 Broadway","","New York","NY","10040","4009","NEW YORK" 
"BANESA DELI GROCERY#2",-73.902954,40.851444,"2007 Anthony Ave","","Bronx","NY","10457","3963","BRONX" 
"MORRIS PARK SUPERMARKET FOOD CORP",-73.855598,40.848339,"1018 Morris Park Ave","","Bronx","NY","10462","3163","BRONX" 
"PATHMARK 653",-73.490028,40.725498,"3901 Hempstead Tpke","","Bethpage","NY","11714","5601","NASSAU" 
"ALDI INC  39",-77.055679,42.65871,"202 Liberty St","","Penn Yan","NY","14527","1644","YATES" 
"CHALOUH, MARKET INC",-73.963242,40.598064,"728 Avenue U","","Brooklyn","NY","11223","4134","KINGS" 
"Almond Fruit Corp/NSA Supermarket",-73.918762,40.668446,"1488 Pitkin Ave","","Brooklyn","NY","11212","8201","KINGS" 
"J.J.M. FOOD CORP",-73.432861,40.713978,"918 S MAIN ST","","S FARMINGDALE","NY","11735","","NASSAU" 
"MAGNOTTAS SUPERMARKET",-73.770905,41.024666,"217 S Lexington Ave","","White Plains","NY","10601","4605","WESTCHESTER" 
"545 RANDY GROCERY INC",-73.911057,40.690117,"545 Central Ave","","Brooklyn","NY","11207","1201","KINGS" 
"PARKVILLE FOOD CENTER LLC",-73.974922,40.630054,"109 Lawrence Ave","","Brooklyn","NY","11230","1102","KINGS" 
"MADDAJ A.J. INC",-73.8582,40.865475,"1000 Allerton Ave","","Bronx","NY","10469","","BRONX" 
"BELLPORT VILLAGE FARMERS MKT INC",-72.939644,40.757156,"115 S Country Rd","","Bellport","NY","11713","2523","SUFFOLK" 
"9TH AVENUE CORP",-73.995255,40.645832,"3902 9th Ave","","Brooklyn","NY","11232","3208","KINGS" 
"Forest Hills Fish Market Corp",-73.84922,40.7323,"6409 108th St","","Forest Hills","NY","11375","1603","QUEENS" 
"CUESTA INC",-74.134315,40.636593,"193 Port Richmond Ave","","Staten Island","NY","10302","1311","RICHMOND" 
"SUPER STOP & SHOP  546",-73.702431,40.836964,"65 Shore Rd","","Port Washington","NY","11050","2227","NASSAU" 
"DEB'S CONVENIENCE MART",-76.144203,43.023304,"2419 S Salina St","","Syracuse","NY","13205","1519","ONONDAGA" 
"MOCA DELI & GROCERY",-73.913635,40.684673,"1644 Broadway","","Brooklyn","NY","11207","1026","KINGS" 
"THIRD AVENUE GOURMET DELI INC",-73.942009,40.79528,"2034 3rd Ave","","New York","NY","10029","2802","NEW YORK" 
"JM GROCERY STORE",-73.887764,40.82597,"1090 Longfellow Ave","","Bronx","NY","10459","2606","BRONX" 
"RITE AID 4877",-73.410622,40.815529,"325 Route 110","","Huntington Station","NY","11746","4149","SUFFOLK" 
"Schreiber's Homestyle Bakery Inc",-73.970619,40.616795,"424 Avenue M","","Brooklyn","NY","11230","4612","KINGS" 
"FASTRAC MARKET  235",-75.747879,43.333443,"24 Main St","","Camden","NY","13316","1302","ONEIDA" 
"SHOPRITE OF BAYSHORE",-73.23288,40.738968,"1905 Sunrise Hwy","","Bay Shore","NY","11706","6017","SUFFOLK" 
"MORALES GROCERY",-73.922035,40.674358,"433 Ralph Ave","","Brooklyn","NY","11233","4416","KINGS" 
"250 J.B. FOOD CENTER, INC",-73.875984,40.879845,"250 E Gun Hill Rd","","Bronx","NY","10467","2124","BRONX" 
"JAMAICA AVENUE MEATS INC",-73.808304,40.701744,"14618 Jamaica Ave","","Jamaica","NY","11435","3628","QUEENS" 
"WALMART SUPERCENTER 3583",-73.789841,42.608143,"311 Route 9W","","Glenmont","NY","12077","2909","ALBANY" 
"KBC FOOD CORP",-73.947922,40.778988,"1725 1st Ave","","New York","NY","10128","5102","NEW YORK" 
"JOE'S CORNER MARKET",-76.282318,43.350941,"3864 State Route 3","","Fulton","NY","13069","4447","OSWEGO" 
"VARGAS & RODRIGUEZ SUPERMKT INC",-73.886459,40.875305,"3131 Grand Concourse","","Bronx","NY","10468","1442","BRONX" 
"KING KULLEN 8",-73.693214,40.793346,"1430 Northern Blvd","","Manhasset","NY","11030","3034","NASSAU" 
"MOUNTAIN MART #105",-74.889359,44.920113,"371 Main St","","Massena","NY","13662","2548","ST LAWRENCE" 
"VJF CORPORATION",-73.902695,40.904259,"5624 Mosholu Ave","","Bronx","NY","10471","2411","BRONX" 
"DANDY MINI MART  47",-76.294182,42.54895,"781 Fall Creek Rd","","Freeville","NY","13068","9585","TOMPKINS" 
"GOLD STAR GAS MART",-78.83683,42.903431,"1126 Genesee St","","Buffalo","NY","14211","3007","ERIE" 
"1681 GROCERY INC",-73.846901,40.888016,"4125 Laconia Ave","","Bronx","NY","10466","4909","BRONX" 
"PETER B DELI AND GROCERY INC",-74.016068,41.92794,"121 Wall St","","Kingston","NY","12401","4811","ULSTER" 
"1055 ST NICHOLAS FOOD CORP",-73.940163,40.836739,"1055 Saint Nicholas Ave","","New York","NY","10032","3803","NEW YORK" 
"KENDIC BAKERY & GROCERY",-75.204498,43.094223,"1302 Bleecker St","","Utica","NY","13501","1615","ONEIDA" 
"U-B'S MERCANTILE",-75.071526,44.204899,"3386 State Highway 3","","Oswegatchie","NY","13670","3151","ST LAWRENCE" 
"WHOLE FOOD MARKET 10160",-73.982361,40.767757,"10 Columbus Cir","","New York","NY","10019","1158","NEW YORK" 
"WALMART SUPERCENTER 2093",-75.223534,43.130985,"710 Horatio St","Ste 1","Utica","NY","13502","1468","ONEIDA" 
"WALMART 2043",-78.126381,42.766109,"2348 State Route 19 N","","Warsaw","NY","14569","9356","WYOMING" 
"WALMART 1926",-76.478226,43.461987,"341 Route 104 E","","OSWEGO","NY","13126","","OSWEGO" 
"Walmart Supercenter 1781",-76.220833,42.564869,"819 Bennie Rd","","Cortland","NY","13045","8964","CORTLAND" 
"Wal-Mart SuperCenter 1831",-76.167824,43.175343,"8770 Dell Center Dr","","Liverpool","NY","13041","","ONONDAGA" 
