Store_Name,Longitude,Latitude,Address,Address Line #2,City,State,Zip5,Zip4,County
"158 Kelly Grocery Inc NONE",-73.944969,40.834969,"607 W 158th St","","New York","NY","10032","7103","NEW YORK" 
"2313 La Bodeguita Inc",-73.9366,40.798641,"2311 Second Ave","","New York","NY","10035","4172","NEW YORK" 
"Morris Ave Pharmacy Inc",-73.921509,40.820309,"675 Morris Ave","Store F","Bronx","NY","10451","","BRONX" 
"DiCamillo Baking Co Inc  (03) 03",-79.04142,43.095135,"1700A Pine Ave","","Niagara Falls","NY","14301","2232","NIAGARA" 
"DiCamillo Baking Co Inc  (02) 02",-78.973526,43.088894,"7929 Niagara Falls Blvd","","Niagara Falls","NY","14304","1707","NIAGARA" 
"DiCamillo Baking Co Inc  (04) 04",-79.040596,43.172672,"535 Center St","","Lewiston","NY","14092","1607","NIAGARA" 
"DiCamillo Baking Co Inc  (01) 01",-79.053993,43.103493,"811 Linwood Ave","","Niagara Falls","NY","14305","2584","NIAGARA" 
"DiCamillo Baking Co Inc  (05) 05",-78.754234,42.96125,"5329 Main St","","Williamsville","NY","14221","5329","ERIE" 
"Waverly Express Mart",-73.046227,40.823372,"1106 Waverly Ave","","Holtsville","NY","11742","1114","SUFFOLK" 
"El Tareb Deli Grocery Corp",-73.898659,40.827885,"837 Home St","","Bronx","NY","10459","2203","BRONX" 
"Maysaa Fordham Deli Inc",-73.89846,40.861626,"164 E 188th St","","Bronx","NY","10468","5403","BRONX" 
"F & F Deli Grocery Corp",-74.039558,41.105305,"99 S Central Ave","Ste 2","Spring Valley","NY","10977","5939","ROCKLAND" 
"Deals 5116",-73.94191,40.822903,"301A W 145th St","","New York","NY","10039","3001","NEW YORK" 
"Deals 4759",-73.919258,40.813999,"460 Willis Ave","","Bronx","NY","10455","4013","BRONX" 
"Carol Mini Mart Corp",-73.910866,40.690121,"1144 Halsey Street","","Brooklyn","NY","11207","1289","KINGS" 
"Real Deal 02",-73.91748,40.820976,"728 Courtlandt Ave","","Bronx","NY","10451","3334","BRONX" 
"Alex Gourmet Deli Inc",-73.943748,40.825481,"741 Saint Nicholas Ave","","New York","NY","10031","4915","NEW YORK" 
"Bangla Grocery Inc",-73.845116,40.83897,"1430 Saint Peters Ave","","Bronx","NY","10461","3504","BRONX" 
"MC Deli Grocery",-73.929466,40.756969,"3546 31st St","","Long Island City","NY","11106","2332","QUEENS" 
"New Way Deli & Grocery Corp",-73.864494,40.753231,"3502 103rd St","","Corona","NY","11368","1955","QUEENS" 
"K And K Food Corp/Dba Stop 1 Food Market",-73.989258,40.711235,"265 Cherry St","","New York","NY","10002","7932","NEW YORK" 
"SCHWAB FARM MARKET",-78.56591,43.219582,"PO Box 342","","Gasport","NY","14067","0342","NIAGARA" 
"Duane Reade 14496",-73.98082,40.737797,"300A E 23rd St","","New York","NY","10010","4701","NEW YORK" 
"New Stop Deli & Grocery Corp",-73.896881,40.913937,"563 S Broadway","","Yonkers","NY","10705","","WESTCHESTER" 
"KAD Food Corp/Met Food",-73.92527,40.836132,"1150 Woodycrest Ave","","Bronx","NY","10452","4404","BRONX" 
"Heng Hui Food Inc",-74.020256,40.635128,"6729 5th Ave","","Brooklyn","NY","11220","5409","KINGS" 
"Choes Blue Fruit & Vegetable Inc",-73.955872,40.618404,"1926 Avenue M","","Brooklyn","NY","11230","6202","KINGS" 
"Woodside Deli Inc",-73.909805,40.74929,"3845 Woodside Ave","","Woodside","NY","11377","","QUEENS" 
"LORI'S NATURAL FOODS CENTER",-77.615562,43.087196,"900 Jefferson Rd","Ste 105","Rochester","NY","14623","3250","MONROE" 
"Tess And Kuyas Filipino Store",-73.949646,41.11956,"491A Kings Hwy","","Valley Cottage","NY","10989","1950","ROCKLAND" 
"Holtsville 811 Inc  DBA/ 7 Eleven  (39167A) 39167A",-73.043015,40.797768,"811A Waverly Ave","","Holtsville","NY","11742","1109","SUFFOLK" 
"Mi Rincon Ecuatoriano",-73.914978,40.701645,"200 Wyckoff Ave","","Brooklyn","NY","11237","5327","KINGS" 
"575 Convenience Store Inc",-79.273216,42.09708,"575 Fairmount Ave","","Jamestown","NY","14701","2748","CHAUTAUQUA" 
"Bellevue Star Market Inc",-73.958885,42.801067,"1605 Broadway","","Schenectady","NY","12306","5009","SCHENECTADY" 
"Mazone Grocery Inc.",-73.98896,40.627754,"5430 16th Ave","","Brooklyn","NY","11204","1804","KINGS" 
"45 D & D Deli Grocery Inc 45",-73.890686,40.941387,"45 Saint Josephs Ave","Ste A","Yonkers","NY","10703","3438","WESTCHESTER" 
"Church Street HP Inc 11",-73.113022,40.769295,"876 Church St","","Bohemia","NY","11716","","SUFFOLK" 
"1250 Selkirk Inc",-73.807259,42.547546,"1250 US Route 9W","","Selkirk","NY","12158","1717","ALBANY" 
"232 Mango Deli Grocery Corp",-73.827652,40.907059,"232 S Fulton Ave","","Mount Vernon","NY","10550","5106","WESTCHESTER" 
"163 Ashley Deli Grocery Inc",-73.908653,40.824013,"3244 3rd Ave","","Bronx","NY","10451","4218","BRONX" 
"Cortez Mexican American Grocery Deli",-73.986931,40.615448,"6623 20th Ave","","Brooklyn","NY","11204","3903","KINGS" 
"Estrella Deli Grocery",-73.905197,40.688976,"644 Wilson Ave","","Brooklyn","NY","11207","1517","KINGS" 
"Vineeta International Foods Corp",-78.890587,42.916508,"96 Grant St","","Buffalo","NY","14213","1905","ERIE" 
"Redner's Corner Market & Deli",-75.332237,42.624317,"1 S Main St","","New Berlin","NY","13411","2905","CHENANGO" 
"Brothers Grocery Corp",-73.911011,40.692444,"1239 Hancock St","","Brooklyn","NY","11221","5340","KINGS" 
"Short Shop Mini Mart LLC",-77.60675,43.157097,"216 E Main St","","Rochester","NY","14604","1608","MONROE" 
"Qiang Wang Market Inc",-74.009941,40.638603,"5624 7th Ave","","Brooklyn","NY","11220","3510","KINGS" 
"NY Market Corp",-73.993675,40.714905,"17 Eldridge St","","New York","NY","10002","","NEW YORK" 
"2009 Carolina Deli Grocery Corp",-73.907227,40.74308,"4302 58th St","","Woodside","NY","11377","4751","QUEENS" 
"First Stop Gourmet Deli Corp",-73.93779,40.828564,"301 W 154th St","","New York","NY","10039","","NEW YORK" 
"Bayan Convenience Inc",-75.459656,43.20879,"218 S James St","","Rome","NY","13440","6731","ONEIDA" 
"CFM 33-054 Norton Inc/Convenient Food Mart 33054",-77.613754,43.186138,"1430 Clinton Ave N","","Rochester","NY","14621","3346","MONROE" 
"950 Fair Food Corp/Fair Farm Supermarket",-73.896278,40.822353,"950 Westchester Ave","","Bronx","NY","10459","3219","BRONX" 
"GINO'S IMPORTED FOODS",-78.878784,42.972488,"2754 Elmwood Ave","","Kenmore","NY","14217","1610","ERIE" 
"Arun Deli Grocery Corp",-73.801331,40.712719,"8445 164th St","","Jamaica","NY","11432","1711","QUEENS" 
"Grace Seafood Corp",-73.855171,40.89756,"4363 White Plains Rd","","Bronx","NY","10466","1414","BRONX" 
"Millu Convenience Inc",-74.137749,40.632275,"406 Port Richmond Ave","","Staten Island","NY","10302","1713","RICHMOND" 
"215 Fine Food Corp",-73.983032,40.677242,"215 4th Ave","","Brooklyn","NY","11215","1005","KINGS" 
"Jessie Grocery & Discount Inc",-73.878593,40.741978,"8618 Whitney Ave","","Elmhurst","NY","11373","3658","QUEENS" 
"Fairway Kips Bay LLC - Like No Other Market 1012",-73.977402,40.74218,"542 2nd Ave","","New York","NY","10016","6307","NEW YORK" 
"Mi Casa Bakery Corp",-73.904213,40.852039,"2031 Grand Concourse","","Bronx","NY","10453","4317","BRONX" 
"166th Street Deli Grocery Corp",-73.918877,40.831554,"182B E 166th St","","Bronx","NY","10456","5504","BRONX" 
"Brooklyn Health Pantry",-73.964813,40.622665,"1434 Coney Island Ave","","Brooklyn","NY","11230","4120","KINGS" 
"I Love Farm Corp",-73.999252,40.605247,"1947 86th St","","Brooklyn","NY","11214","3103","KINGS" 
"Dybowski Authentic Polish Market LLC",-77.599808,43.190247,"1325 Hudson Ave","","Rochester","NY","14621","2503","MONROE" 
"Mirtha Food II Corp",-73.888252,40.832893,"1492 Vyse Ave","","Bronx","NY","10460","5984","BRONX" 
"JJ& C Supermarket Corp/Associated Supermarket",-73.739594,40.67572,"23008 Merrick Blvd","","Laurelton","NY","11413","2109","QUEENS" 
"Harash Stop & Shop/Neelam Inc",-76.048119,42.102043,"109 Washington Ave","","Endicott","NY","13760","5306","BROOME" 
"Paris Deli Corp",-73.936264,40.679611,"1602 Fulton St","","Brooklyn","NY","11213","1124","KINGS" 
"Knickerbocker Gourmet And Deli Grocery Inc",-73.92321,40.701584,"309 Knickerbocker Ave","","Brooklyn","NY","11237","3103","KINGS" 
"Saint Anns Deli Grocery Inc",-73.916794,40.807781,"280 Saint Anns Ave","","Bronx","NY","10454","2505","BRONX" 
"Hollywood Deli Inc.",-73.622917,40.689716,"503 S Franklin St","","Hempstead","NY","11550","7618","NASSAU" 
"Candor Xtra Mart 1605",-76.335304,42.21854,"186 Owego St & Main","","Candor","NY","13743","","TIOGA" 
"242 Deli Corporation",-73.934822,40.758915,"2302 36th Ave","","Astoria","NY","11106","4426","QUEENS" 
"Danilo's Deli Grocery Corp",-73.885132,40.662792,"731 Hegeman Ave","","Brooklyn","NY","11207","7340","KINGS" 
"Albas Market LLC",-77.63884,43.1982,"1687 Dewey Ave","","Rochester","NY","14615","2923","MONROE" 
"Bahamas Deli Corp",-73.959969,40.813679,"3137 Broadway","","New York","NY","10027","4601","NEW YORK" 
"Akshar Convenience Inc - Wingdale Food & Gas",-73.573669,41.632885,"1551 Route 22","","Wingdale","NY","12594","1707","DUTCHESS" 
"Nietos Minimarket Corp",-73.878227,40.683975,"282 Ridgewood Ave","","Brooklyn","NY","11208","1304","KINGS" 
"Sea And The City Corp",-73.944771,40.680157,"1409 Fulton St","","Brooklyn","NY","11216","2607","KINGS" 
"N H Deli & Grocery Corp.",-73.857506,40.880268,"901 E 217th Street","","Bronx","NY","10469","1020","BRONX" 
"Steve Jordan GC",-73.931076,40.669594,"262 Utica Ave","","Brooklyn","NY","11213","4029","KINGS" 
"MN-Suzan Food Corp",-73.935028,40.800869,"2383 2nd Ave","","New York","NY","10035","2349","NEW YORK" 
"Athens Xtra Mart 1412",-73.853722,42.289268,"9763 US Route 9W","","Athens","NY","12015","4305","GREENE" 
"George Jack Deli Corp",-73.843925,40.912453,"238 W Lincoln Ave","","Mount Vernon","NY","10550","1279","WESTCHESTER" 
"Amg Grocery Corp",-73.949684,40.652489,"1395 Nostrand Ave","","Brooklyn","NY","11226","3503","KINGS" 
"Sun Duk Fish Market Inc.",-73.97747,40.691864,"6870 Willougby St","","Brooklyn","NY","11201","","KINGS" 
"Ricky Deli Store I I  Inc.",-73.815056,40.755474,"14706 45th Ave","","Flushing","NY","11355","1708","QUEENS" 
"Aslims Halal Meat And West Indian Grocery Inc",-73.744614,40.725212,"8993 217th St","","Queens Village","NY","11427","2413","QUEENS" 
"All Here Store",-77.583801,43.168362,"421 Central Park","","Rochester","NY","14605","2411","MONROE" 
"D & C Mini Market Corp",-73.765167,40.692078,"18707 Linden Blvd","","Saint Albans","NY","11412","4025","QUEENS" 
"Mi Rae Roh Corp.",-73.881638,40.755878,"8602 Northern Blvd","","Jackson Heights","NY","11372","1544","QUEENS" 
"Route 300 Outlet Inc  DBA/ Dollar & Deals",-74.068726,41.517975,"1401 Route 300","Ste 1129","Newburgh","NY","12550","6902","ORANGE" 
"Sherry's Market",-73.322922,40.698009,"89 Deer Park Ave","","Babylon","NY","11702","2801","SUFFOLK" 
"Featherbed Lane Grocery Corp",-73.919083,40.846169,"117A Featherbed Ln","","Bronx","NY","10452","1615","BRONX" 
"99 Cents & More Discount Store",-73.755013,42.645454,"141 S Pearl St","","Albany","NY","12202","1804","ALBANY" 
"Z Mart Inc",-73.968025,40.636414,"860A Coney Island Ave","","Brooklyn","NY","11218","6004","KINGS" 
"7 Eleven  (36018H) 36018H",-78.697487,42.937847,"5100 Genesee St","","Buffalo","NY","14225","2414","ERIE" 
"Beverly Grocery Inc",-74.000946,40.64381,"4502 8th  Ave","","Brooklyn","NY","11220","","KINGS" 
"7 Eleven  (36025H) 36025H",-73.929512,40.644276,"1163 Utica Ave","Store 1","Brooklyn","NY","11203","5909","KINGS" 
"Samcity Inc",-73.879517,40.875137,"3161 Bainbridge Ave","","Bronx","NY","10467","3907","BRONX" 
"Park Candy & Grocery Inc.",-73.975822,40.693394,"297A Myrtle Ave","","Brooklyn","NY","11205","2952","KINGS" 
"Tops Supermarket 374",-76.439552,43.036015,"227 E Main St","","Elbridge","NY","13060","8706","ONONDAGA" 
"Tops Supermarket 375",-76.471771,43.065517,"9 Mechanic St","","Jordan","NY","13080","9998","ONONDAGA" 
"Tops Supermarket 594",-76.239716,43.460091,"3385 Main St","","Mexico","NY","13114","3090","OSWEGO" 
"Sitar Indian Grocery Inc",-73.954178,41.045521,"42 Orangetown Shopping Ctr","","Orangeburg","NY","10962","2143","ROCKLAND" 
"Steakhouse Steaks Albany LLC  (Syracuse)",-76.111366,43.078453,"6301 Meade Rd","","Syracuse","NY","13206","1638","ONONDAGA" 
"La Ultima Carta Meat Deli Grocery",-73.913017,40.70237,"262B Saint Nicholas Ave","","Brooklyn","NY","11237","5541","KINGS" 
"Greene Xtra Mart 1603",-75.773537,42.331444,"94 Genesee St","","Greene","NY","13778","1234","CHENANGO" 
"Chatham Xtra Mart 1417",-73.55735,42.387749,"601 Route 295","","Old Chatham","NY","12136","","COLUMBIA" 
"Express Hero Stop Inc",-73.235435,40.729237,"2116 Union Blvd","","Bay Shore","NY","11706","8023","SUFFOLK" 
"Polish American Deli & Grocery Corp",-73.903114,40.711334,"6286 60th Pl","","Ridgewood","NY","11385","2084","QUEENS" 
"A & J Gourmet Deli Inc",-73.929832,40.705402,"95 Knickerbocker Ave","","Brooklyn","NY","11237","1615","KINGS" 
"Wz Real Life Inc.",-73.829781,40.757236,"13351 41st Rd","","Flushing","NY","11355","","QUEENS" 
"Herbal Life Co Inc",-73.832748,40.76054,"3711B Prince St","","Flushing","NY","11354","4428","QUEENS" 
"Woodside Deli&grill",-73.918365,40.735497,"5060 48th St","","Woodside","NY","11377","7332","QUEENS" 
"Happy Farm Jerusalem Corp",-73.529022,40.691727,"2785 Jerusalem Ave","","North Bellmore","NY","11710","1833","NASSAU" 
"169 Deli Grocery Corp",-73.89373,40.827347,"927A E 169th St","","Bronx","NY","10459","1803","BRONX" 
"Segundo Uruchima GC",-73.90062,40.862652,"15 E Fordham Rd","","Bronx","NY","10468","5406","BRONX" 
"You Xing Mini Market Inc",-73.99205,40.620995,"6424 17th Ave","","Brooklyn","NY","11204","2739","KINGS" 
"Fresh Pick / Ahmed Selim GC",-73.955055,40.819832,"3330 Broadway","","New York","NY","10031","8732","NEW YORK" 
"Padma Super Meat And Fish Market Inc",-73.770714,40.710838,"18825 Jamaica Ave","","Hollis","NY","11423","2511","QUEENS" 
"2918 Star Deli Corp",-73.949722,40.645027,"2918 Beverley Rd","","Brooklyn","NY","11226","5510","KINGS" 
"Frontier Beverage Center",-78.890549,42.917278,"121 Grant St","","Buffalo","NY","14213","1693","ERIE" 
"Best Fish Market Place Inc",-73.895241,40.669113,"340 Pennsylvania Ave","","Brooklyn","NY","11207","4115","KINGS" 
"141 Express Deli Corp",-74.066788,40.598003,"141 McClean Ave","","Staten Island","NY","10305","4657","RICHMOND" 
"Yandel Deli & Grocery Inc",-73.896507,40.86359,"2545 Grand Concourse","","Bronx","NY","10468","","BRONX" 
"One Famous Gourmet Deli Corp",-73.876656,40.880123,"234 E Gun Hill Rd","","Bronx","NY","10467","2122","BRONX" 
"El Colmadon Corp I",-73.911758,40.695004,"664 Knickerbocker Ave","","Brooklyn","NY","11221","5328","KINGS" 
"4 Star Super Market",-73.869507,40.678356,"1075 Liberty Ave","","Brooklyn","NY","11208","2924","KINGS" 
"Five Boroughs Halal Wholesale Inc",-73.81974,40.676212,"11808 Rockaway Blvd","","South Ozone Park","NY","11420","2420","QUEENS" 
"Cypress Minimarket Corp",-73.900452,40.6968,"1091 Cypress Ave","","Ridgewood","NY","11385","8108","QUEENS" 
"Veronica's Bakery Inc",-74.131065,40.631081,"906 Post Ave","","Staten Island","NY","10302","1827","RICHMOND" 
"7 Eleven  (35887H) 35887H",-73.916878,40.849293,"1764 University Ave","","Bronx","NY","10453","","BRONX" 
"1978 First Avenue News Stand Corp",-73.942352,40.7864,"1978 1st Ave","","New York","NY","10029","6430","NEW YORK" 
"Phoenix Seafood Inc",-74.007462,40.637447,"5613 8th Ave","","Brooklyn","NY","11220","3517","KINGS" 
"Dollar General 13920",-73.360458,42.890316,"21428 State Route 22","","Hoosick Falls","NY","12090","3934","RENSSELAER" 
"CVS Pharmacy 10042",-73.953934,40.729267,"859 Manhattan Ave","","Brooklyn","NY","11222","2508","KINGS" 
"Eco Market",-73.973427,40.61129,"1701 McDonald Ave","","Brooklyn","NY","11230","6312","KINGS" 
"New Stadium Deli Inc",-73.930428,40.831116,"917 Ogden Ave","","Bronx","NY","10452","","BRONX" 
"CVS Pharmacy 1938",-73.502754,40.781517,"419A S Oyster Bay Rd","","Plainview","NY","11803","3313","NASSAU" 
"La Bodega Grocery Corp",-73.964729,41.197773,"31 Broadway","","Haverstraw","NY","10927","1147","ROCKLAND" 
"Lighthouse Family Table Food Ministries",-77.589798,42.56601,"101 S Lackawanna St","","Wayland","NY","14572","1437","STEUBEN" 
"7 Eleven  (36442H) 36442H",-74.007652,41.095512,"85 E Route 59","","Nanuet","NY","10954","2904","ROCKLAND" 
"Sunnyside Food Market",-73.917961,40.743279,"4625 Queens Blvd","","Sunnyside","NY","11104","1711","QUEENS" 
"Runway - Endicott",-76.059525,42.094967,"429 E Main St","","Endicott","NY","13760","4925","BROOME" 
"Station Deli",-72.867584,40.798046,"81 Northern Blvd","","Shirley","NY","11967","2360","SUFFOLK" 
"C & J Deli Grocery Corp",-73.858742,40.75066,"10802 Roosevelt Ave","","Corona","NY","11368","2539","QUEENS" 
"Halsey Grocery Corp",-73.92318,40.684975,"146 Ralph Ave","","Brooklyn","NY","11233","1210","KINGS" 
"A & H Gourmet Deli Grocery Corp",-73.957878,40.587543,"1202 Avenue Z","","Brooklyn","NY","11235","4302","KINGS" 
"Lalu Deli Grocery",-73.97094,40.7883,"594 Columbus Ave","","New York","NY","10024","1903","NEW YORK" 
"STEWARTS SHOP 116",-74.245964,42.761028,"4032 State Highway 30","","Esperance","NY","12066","","MONTGOMERY" 
"Al Madinah Inc.",-73.821884,40.753212,"4401 Kissena Blvd","","Flushing","NY","11355","3055","QUEENS" 
"El Nuevo Pueblo Inc",-74.010132,40.645241,"4921 5th Ave","","Brooklyn","NY","11220","1906","KINGS" 
"University Deli & Grocery",-73.917274,40.849392,"1705 Dr Martin L King Jr Blvd","","Bronx","NY","10453","6961","BRONX" 
"Muamer Inc",-73.914345,40.636395,"776 E 80th St","","Brooklyn","NY","11236","3514","KINGS" 
"Preparate Corp/Associated Supermarket",-73.92392,40.678944,"1888 Fulton St","","Brooklyn","NY","11233","3025","KINGS" 
"RTR Breakfast Unlimited Groceries & Deli",-79.048698,43.114136,"2811 Highland Ave","","Niagara Falls","NY","14305","2047","NIAGARA" 
"Os Mini Market Inc no",-73.615776,40.696255,"1 Long Beach Rd","","Hempstead","NY","11550","6919","NASSAU" 
"Nyack Broadway Convenience Store",-73.919113,41.088009,"76 Broadway","","Nyack","NY","10960","","ROCKLAND" 
"La Costena Grocery & Deli 1",-73.892052,40.917568,"107 Mclean Ave","","Yonkers","NY","10705","2425","WESTCHESTER" 
"Baby Island Inc",-73.906807,40.700035,"5548 Myrtle Ave","","Ridgewood","NY","11385","3554","QUEENS" 
"7901 Lucky Market Corp",-73.886635,40.749527,"7901 37th Ave","","Jackson Heights","NY","11372","6747","QUEENS" 
"Plaza La Familia Deli Corp.",-73.003044,40.766319,"350 E Main St","Ste 26","Patchogue","NY","11772","3100","SUFFOLK" 
"Noco Express 204",-78.620911,42.923847,"4221 Walden Ave","","Lancaster","NY","14086","9768","ERIE" 
"Division Grocery Inc",-73.99099,40.714474,"139 Division St","Frnt 1","New York","NY","10002","6128","NEW YORK" 
"L. O. International Food, Inc.",-73.997757,40.598911,"2165 Bath Ave","","Brooklyn","NY","11214","5007","KINGS" 
"Royal Deli Grocery Corp I",-73.943016,40.714607,"780 Metropolitan Ave","","Brooklyn","NY","11211","","KINGS" 
"110 Fish Market",-73.412483,40.839287,"1791 New York Ave","","Huntington Station","NY","11746","2422","SUFFOLK" 
"Duddys Corner",-73.994713,40.629169,"5714 14th Ave","","Brooklyn","NY","11219","4621","KINGS" 
"Sunoco A Plus  (R&M) 7140",-77.055786,42.660648,"139 Elm St","","Penn Yan","NY","14527","1411","YATES" 
"Al Kadi Market",-78.823708,42.843018,"2042 S Park Ave","","Buffalo","NY","14220","1839","ERIE" 
"Middtown Food Corp I/dba Z Deli",-73.986832,40.761402,"803 8th Ave","","New York","NY","10019","7418","NEW YORK" 
"Hi Mango 2, Inc.",-73.818581,40.70895,"13775 Queens Blvd","","Jamaica","NY","11435","1845","QUEENS" 
"1700 Broadway Management Ltd-7 Eleven (34757A) 34757A",-73.690025,40.647087,"1700 Broadway","","Hewlett","NY","11557","1601","NASSAU" 
"Sanna-Seniora Inc - Sanna Mini Mart",-76.089111,43.076607,"6325 Thompson Rd","","Syracuse","NY","13206","1407","ONONDAGA" 
"A And A Stores Corp - 7 Eleven  (35676A) 35676A",-73.695091,40.663933,"58 E Merrick Rd","","Valley Stream","NY","11580","5910","NASSAU" 
"7 Eleven  (35642A) 35642A",-73.986237,40.73296,"239A E 14th St","","New York","NY","10003","4104","NEW YORK" 
"P & P Convenience Inc.",-73.98365,40.587955,"2436 Stillwell Ave","","Brooklyn","NY","11223","5803","KINGS" 
"Best Market & Deli Inc",-73.806458,40.712208,"8477 Parsons Blvd","","Jamaica","NY","11432","2543","QUEENS" 
"New York Healthy Choice Inc",-73.977165,40.726482,"177 Avenue C","","New York","NY","10009","4735","NEW YORK" 
"Mike Family Deli Grocery Corp",-73.918663,40.818634,"635 Courtlandt Ave","","Bronx","NY","10451","5009","BRONX" 
"New Baltimore Xtra Mart 1450",-73.829468,42.3936,"12689 State Route 9w","","West Coxsackie","NY","12192","1712","GREENE" 
"Goyito Food Corp",-73.899361,40.879852,"3340-44 Fort Independence St","","Bronx","NY","10463","4511","BRONX" 
"Midtown Fish & Meat Market Corp",-73.943977,40.799656,"87 E 116th St","","New York","NY","10029","1165","NEW YORK" 
"Suad Deli Corp",-74.076767,40.644253,"62 Richmond Ter","","Staten Island","NY","10301","1904","RICHMOND" 
"Silvestro's Deli & Grocery",-74.138832,40.616112,"286 Watchogue Rd","","Staten Island","NY","10314","3100","RICHMOND" 
"Clinton Express Deli Corp",-73.890121,40.844837,"732 E Tremont Ave","","Bronx","NY","10457","5102","BRONX" 
"Green Olives Fast Mart Inc",-73.865372,40.845325,"716B Morris Park Ave","","Bronx","NY","10462","3621","BRONX" 
"King Convenience Grocery Corp",-73.902298,40.868721,"119 W  Kingsbridge Rd","","Bronx","NY","10468","3951","BRONX" 
"Satgur/ Deli El Dal Vadoreno",-73.214973,40.776367,"1423A Islip Ave","","Central Islip","NY","11722","3901","SUFFOLK" 
"New Rock Mini Mart & Deli Inc",-73.779488,40.908421,"149 North Ave","","New Rochelle","NY","10801","7405","WESTCHESTER" 
"Stop & Buy Mini Market Inc",-73.840347,40.688946,"9501 104th St","","Ozone Park","NY","11416","1725","QUEENS" 
"Saahil Grocery Inc",-73.881668,40.735237,"8515 Grand Ave","","Elmhurst","NY","11373","4353","QUEENS" 
"Satkar Mini Mart Inc",-73.606255,40.695412,"567 Greenwich St","","Hempstead","NY","11550","6529","NASSAU" 
"Homeland Food",-73.932205,40.683949,"307 Stuyvesant Ave","","Brooklyn","NY","11233","1022","KINGS" 
"Best Market",-73.341888,40.713879,"725 Sunrise Hwy","","West Babylon","NY","11704","6004","SUFFOLK" 
"Blue Stores Xtra Mart 1453",-73.816284,42.10918,"2224 Route 9","","Germantown","NY","12526","5523","COLUMBIA" 
"Parkway Deli & Market Llc",-73.857681,40.906605,"165 Bronx River Road","","Yonkers","NY","10704","","WESTCHESTER" 
"Zaim Coffee Tobacco & Grocery Shop Nc",-73.94178,40.671104,"1102 Saint Johns Pl","","Brooklyn","NY","11213","2616","KINGS" 
"Lisbeth Deli & Grocery Corp",-73.584053,40.653645,"94 W Merrick Rd","","Freeport","NY","11520","3710","NASSAU" 
"M& A Mart",-73.681213,42.753761,"34 5th Ave","","Troy","NY","12180","1115","RENSSELAER" 
"Amelia Deli Grocery Corp",-73.895599,40.856129,"2280 Webster Ave","","Bronx","NY","10457","1302","BRONX" 
"Ckm Deli Grocery Corp",-73.898323,40.662376,"510 Hinsdale St","","Brooklyn","NY","11207","0000","KINGS" 
"Haroon & Renuka Inc.",-73.81514,40.730045,"7068 Kissena Blvd","","Flushing","NY","11367","2245","QUEENS" 
"Leroux Lodge Quick Stop Inc",-74.544128,44.673904,"14 Spring St","","Saint Regis Falls","NY","12980","2803","FRANKLIN" 
"Oasis Mega Market",-73.960442,40.587547,"2828 Coney Island Ave","","Brooklyn","NY","11235","5045","KINGS" 
"7 Eleven  (34051J) 34051J",-73.98848,40.666611,"520 5th Ave","","Brooklyn","NY","11215","4809","KINGS" 
"255 E 95 St Food Corp",-73.921883,40.660202,"255 E 95th St","","Brooklyn","NY","11212","2136","KINGS" 
"Best Gourmet Deli Grocery Inc",-73.966782,40.799076,"896 Amsterdam Avenue","","New York","NY","10025","","NEW YORK" 
"1430 Food Corp I",-73.902374,40.645126,"1430A Rockaway Pkwy","","Brooklyn","NY","11236","2322","KINGS" 
"JY Burnside 99 Cents & Discount Inc",-73.904411,40.852825,"165 E Burnside Ave","","Bronx","NY","10453","4104","BRONX" 
"Aldi 71",-73.914413,41.614769,"1830A South Rd","","Wappingers Falls","NY","12590","1359","DUTCHESS" 
"Kinney Drugs  (113) 113",-76.111473,43.029148,"307 Nottingham Rd","","Syracuse","NY","13210","3453","ONONDAGA" 
"Bath Baptist Church",-77.320915,42.334801,"14 Howell St","","Bath","NY","14810","1505","STEUBEN" 
"Duane Reade 14494",-73.982468,40.731617,"245 1st Ave","","New York","NY","10003","2991","NEW YORK" 
"Walgreens 12443",-73.739143,40.660641,"14360 243rd St","","Rosedale","NY","11422","2340","QUEENS" 
"Yung Lee Food Market Inc.",-73.998901,40.71666,"87 Mulberry Street","","New York","NY","10013","","NEW YORK" 
"Health Source Plus Pharmacy Llc 1",-73.834717,40.707043,"118-07 Metropolitan Avenue","Kew Gardens","Queens","NY","11415","","QUEENS" 
"Green Family Mart Nyc, Inc.",-73.927391,40.769665,"2110 30th Ave","","Astoria","NY","11102","3332","QUEENS" 
"Elite Homestyle Meats",-78.690033,42.901676,"4990 Broadway Street","","Depew","NY","14043","","ERIE" 
"Family Dollar 10194",-76.804138,42.084896,"100 W Chemung Pl","","Elmira","NY","14904","1304","CHEMUNG" 
"Mini-market Max, Inc.",-74.014519,40.641151,"5704B 5th Ave","","Brooklyn","NY","11220","3816","KINGS" 
"846 Grocery Corp",-73.925262,40.826862,"846 Gerard Ave","","Bronx","NY","10451","2209","BRONX" 
"San Jose Teruel 1",-73.962891,40.649487,"1804 Church Ave","","Brooklyn","NY","11226","3706","KINGS" 
"Bengali Halal Grocery Store, Inc.",-73.847633,40.837475,"1430 Zerega Ave","","Bronx","NY","10462","5423","BRONX" 
"952 Food Corp",-74.00444,40.654411,"952 4th Ave","","Brooklyn","NY","11232","2315","KINGS" 
"Brother's Italian Food World",-73.838776,40.654121,"16110 Crossbay Blvd","","Howard Beach","NY","11414","3441","QUEENS" 
